text,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment
had to collect from hub,0,0,4,fallback_support,1
not doorstep delivery very poor service,0,0,4,fallback_support,0
good service by staff,2,2,4,fallback_support,2
delivery very late,0,0,0,delay,0
excellent efficient prompt service,2,2,4,fallback_support,2
shipment very slow,1,1,4,fallback_support,0
a at work my sister pick up my parcel she couldnt reach me on call so he have wait for just mins delivery partner rude my sister a say cancel order dont expect this from bluedart delivery atleast,0,0,3,behaviour,0
delivery delayed with no information provided,0,0,0,delay,0
nothing add all good,1,2,4,fallback_support,2
no change required,1,1,4,fallback_support,1
courier fraud never received,0,0,2,damage_lost,0
delivery of card very delayed,0,0,0,delay,0
shipment should have been delivered yesterday,1,1,4,fallback_support,1
blue dart brand trust,1,1,4,fallback_support,1
very late delivery,1,0,0,delay,0
fake delivery attempts no contact,0,0,4,support,0
delivery agent rude behaviour,0,0,3,behaviour,0
product not working want return,0,0,7,refund,0
product delivered on time,2,2,4,fallback_support,2
tracking report incorrect falsely marked door closed,0,0,5,tracking,0
delivery status wrong falsely marked delivered,0,0,5,tracking,0
delivery route unnecessary delay,1,0,0,delay,0
parcel not receive,1,1,4,fallback_support,1
order marked delivered but item not received,0,0,2,damage_lost,0
delivery failed only SMS sent no delivery attempt,0,0,0,delay,0
delivery person handed parcel to unknown person without informing me,0,0,4,fallback_support,1
no issues,1,0,4,fallback_support,0
delivery done far away from my address,0,0,4,fallback_support,1
false delivered remark,1,1,4,fallback_support,1
package broken very bad,0,0,2,damage_lost,0
received ok,1,1,4,fallback_support,1
scheduled delivery refused home delivery,0,0,4,fallback_support,1
parcel reached hub delay after that,1,0,0,delay,0
nce,1,1,4,fallback_support,1
fast delivery,2,2,4,fallback_support,2
best delevery person good behaviour,2,2,3,behaviour,2
do not want,1,1,4,fallback_support,1
delivery person polite and helpful,2,2,4,fallback_support,2
fraud parcel delivered unacceptable,0,0,4,fallback_support,1
delivery boy used arrogant language,0,0,4,fallback_support,1
well service on time delivery,1,1,4,fallback_support,2
good doorstep delivery,2,2,4,fallback_support,2
bad delivery agent behaviour no response,0,0,3,behaviour,0
delivery extremely delayed,0,0,0,delay,0
parcel not delivered no call received,0,0,3,behaviour,0
very bad customer support delayed delivery wrong tracking information,0,0,0,delay,0
item damaged in transit,1,0,2,damage_lost,0
package completely brokenminimum damage couse product but not as much a return itproduct a we order but shipment worst,0,0,2,damage_lost,0
false consignee unavailable update without attempt,0,0,4,fallback_support,1
outer box damaged inner safe,1,0,2,damage_lost,0
not receive,1,1,4,fallback_support,1
executive humble polite and respectful,2,2,4,fallback_support,2
received by brother not primary consignee,1,1,4,fallback_support,1
good delivering system,2,2,4,fallback_support,2
did not receive courier,0,0,2,damage_lost,0
product damage,1,0,2,damage_lost,1
address management issue in mobile banking app,1,0,4,fallback_support,0
wrong parcel given,0,0,4,fallback_support,0
responsible delivery service thank you,2,2,4,fallback_support,2
bad service of bluedart come take order from store,0,0,4,fallback_support,0
delivery code related query,1,0,0,delay,0
not delivered properly,0,0,4,fallback_support,0
delivery team unprofessional first mention a customer cancel with other not receive when complain high authority about consignment not receive then receive my package on same day unprofessional delivery team,0,0,5,tracking,0
very bad packing,0,0,4,fallback_support,0
all good service,2,2,4,fallback_support,2
return order by mistake,1,1,7,refund,1
very nice delivery,2,2,4,fallback_support,2
delivery delayed more than one day,0,0,0,delay,0
delivery not done at correct time,0,0,4,fallback_support,1
package damaged poor handling,0,0,2,damage_lost,0
physician regular customer neutral feedback,1,1,6,pricing,1
bahut bekar delivery delay,1,0,0,delay,0
excellent,1,2,4,fallback_support,2
excellent service,2,2,4,fallback_support,2
delivery left credit card at doorstep,1,1,4,fallback_support,1
kotak bank service not available in small city,0,0,4,fallback_support,1
fake delivery item not received,0,0,2,damage_lost,0
super service,1,1,4,fallback_support,1
mujhse nhi chaiye ye,1,1,4,fallback_support,1
sunil extremely efficient,2,2,4,fallback_support,2
delivery delayed beyond expected date,0,0,0,delay,0
delivery person handled parcel carefully,2,2,4,fallback_support,2
not good delivery experience,0,0,4,fallback_support,2
delivery partner good behaviour,1,2,3,behaviour,2
not delivered no call wrong status shown,0,0,3,behaviour,0
delivery agent rude elevator issue unacceptable,0,0,3,behaviour,0
very late delivery worst,0,0,0,delay,0
receive incorrect product,1,1,4,fallback_support,0
nice product fast delivery service,2,2,4,fallback_support,2
delivery too swift and smooth,1,2,4,fallback_support,2
does not wait even one minute rude delivery,0,0,3,behaviour,0
im not happy cheap quality different item,0,0,4,fallback_support,2
important shipment delivered late with no communication unacceptable service,0,0,0,delay,0
very good delivery,2,2,4,fallback_support,2
great delivery experience,2,2,4,fallback_support,2
excellent timely service,2,2,4,fallback_support,2
thank you for prompt safe delivery of my order your hard work very much appreciate,2,2,4,fallback_support,2
want to return,1,1,7,refund,1
very good delivery service,2,2,4,fallback_support,2
account frozen need help,0,0,4,fallback_support,1
delivered later than expected but okay,1,0,0,delay,0
please hire delivery boy who knows the area,0,0,4,fallback_support,1
very nice app fast service,2,2,4,fallback_support,2
parcel thrown near wrong building unacceptable,0,0,1,wrong_delivery,0
delivery without OTP or recipient verification,0,0,4,fallback_support,1
parcel delivered to wrong person,0,0,1,wrong_delivery,0
delivery to wrong person serious concern,0,0,4,fallback_support,0
request fast delivery and contact number,1,1,4,support,2
delivery system good contact issue resolved otp appreciated,2,0,4,support,0
quality service appreciated,2,2,4,fallback_support,2
parcel delivered to different address without OTP,1,1,4,fallback_support,1
all great,2,2,4,fallback_support,2
fake product,1,1,4,fallback_support,0
different product delivered,0,0,4,fallback_support,1
product missing packaging poor,0,0,2,damage_lost,0
finally delivered at doorstep,1,1,4,fallback_support,1
account opening easy and hassle free,2,2,4,fallback_support,2
Fix or close my account asap waste of time,0,0,4,fallback_support,1
smooth delivery polite behaviour,2,2,3,behaviour,2
false status marked consignee not available delivery delayed without call,0,0,0,delay,0
didnt receive it,1,1,4,fallback_support,1
delivery staff never contacted had to visit office myself,1,1,4,support,1
good natured delivery person,2,2,4,fallback_support,2
instruction manual requested in Hindi and English,1,1,4,fallback_support,1
fast delivery polite delivery agent,2,2,4,fallback_support,2
worst ever service,0,0,4,fallback_support,0
polite delivery boy good experience,2,2,4,fallback_support,2
love the service,2,2,4,fallback_support,2
please return my parcel,1,1,7,refund,1
amazing,2,2,4,fallback_support,2
delivery met expectations,1,1,4,fallback_support,1
service very slow,0,0,4,fallback_support,0
satisfied,2,2,4,fallback_support,2
extremely poor service fake premise close updates,0,0,4,fallback_support,0
super,1,1,4,fallback_support,1
everything good,2,2,4,fallback_support,2
great delivery within time very glad receive this percel,2,2,4,fallback_support,2
Thanks Mrs. PREETY SACHDEVA for your Kind support,2,2,4,support,2
too good service and environment,2,2,4,fallback_support,2
update account type request,1,1,4,fallback_support,1
service always customer friendly,2,2,4,fallback_support,2
took days to find address,1,1,4,fallback_support,1
prioritise same day delivery once reached hub,1,1,4,fallback_support,1
delivery delay by one day,1,0,0,delay,0
very bad experience due delivery of my product,0,0,4,fallback_support,0
received wrong order,0,0,4,fallback_support,0
everything gud,1,1,4,fallback_support,1
fast smooth service thank you,2,2,4,fallback_support,2
one of best courier services,2,2,4,fallback_support,2
no pickup details company tied with fraud sellers,0,0,4,fallback_support,1
great track information consignment status your client otp mention in message but it not reach till nowoverall experience good,2,2,5,tracking,1
sunday no delivery attempt,1,1,4,fallback_support,1
very bad service yours,0,0,4,fallback_support,0
fake order scam,0,0,4,fallback_support,0
goid,1,1,4,fallback_support,1
satisfied with service,1,1,4,fallback_support,2
very good nice service,2,2,4,fallback_support,2
order marked delivered but not received no call made,0,0,2,damage_lost,0
do not ask for otp,1,1,4,fallback_support,1
order received,1,1,4,fallback_support,1
nothing thank you,1,2,4,fallback_support,2
overall account experience excellent with strong app and services,2,2,4,fallback_support,2
grateful for service parcel received successfully,2,2,4,fallback_support,2
please do work on time,1,1,4,fallback_support,2
do not receive parcel at all,0,0,4,fallback_support,1
mis-selling by employee want to close account,0,0,4,fallback_support,1
disgusting service,0,0,4,fallback_support,1
delivery wrong location,0,0,1,wrong_delivery,0
already better than others keep it up,2,2,4,fallback_support,2
overall nice service,2,2,4,fallback_support,2
did not receive parcel,0,0,2,damage_lost,0
delivery guy very rude,0,0,3,behaviour,0
damaged product received,0,0,2,damage_lost,0
package not received,1,1,2,damage_lost,0
please correct my name on parcel,1,1,4,fallback_support,1
good patience by delivery person,2,2,4,fallback_support,2
extremely late delivery with false reasons unacceptable,0,0,0,delay,0
ho,1,1,4,fallback_support,1
cover totally torn due to bad handling,0,0,2,damage_lost,0
stupendous service,2,2,4,fallback_support,2
best service,1,1,4,fallback_support,1
very very bad service unexpected,0,0,4,fallback_support,0
wrong item delivered,0,0,4,fallback_support,0
accurate,1,1,4,fallback_support,1
service perfect,1,2,4,fallback_support,2
product size too small,1,1,4,fallback_support,1
package tampered hole found,1,1,2,damage_lost,1
did not receive any courier,0,0,2,damage_lost,0
parcel not deliver but msg receive with deliver,0,0,4,fallback_support,1
delivery person call 1 km away collect parcel,1,1,4,support,1
delivery boy polite and respectful,2,2,4,fallback_support,2
fake delivery attempt improve system,1,1,4,fallback_support,0
prompt delivery everything perfect,2,2,4,fallback_support,2
missing item in box,1,0,2,damage_lost,0
nice work delivery staff,2,2,4,fallback_support,2
delay parcel without any reason worst service,0,0,0,delay,0
service well,2,2,4,fallback_support,2
very rude staff behaviour,0,0,3,behaviour,0
pathetic service false update incompetent staff,0,0,4,fallback_support,1
do not deliver my address need travel km pick my order,0,0,4,fallback_support,1
delivery executive rude and impolite behaviour unacceptable,0,0,3,behaviour,0
parcel left outside house,1,1,4,fallback_support,1
great job thank you,2,2,4,fallback_support,2
polite behaviour,1,1,3,behaviour,2
delivery guy unprofessional rude manners,0,0,3,behaviour,0
delivery person very cooperative service good called for address,2,2,4,support,2
delivery boy misbehaved on call,0,0,3,behaviour,1
wrong cheap product delivered no return option provided,0,0,7,refund,0
many improvement areas,1,1,4,fallback_support,1
please create bluedart mobile app,1,1,4,fallback_support,1
