text,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment,emotion,priority
item damaged in transit,1,0,2,damage_lost,0,3,3
package completely brokenminimum damage couse product but not as much a return itproduct a we order but shipment worst,0,0,2,damage_lost,0,4,3
false consignee unavailable update without attempt,0,0,4,fallback_support,1,0,1
outer box damaged inner safe,1,0,2,damage_lost,0,3,3
not receive,1,1,4,fallback_support,1,0,0
executive humble polite and respectful,2,2,4,fallback_support,2,1,0
received by brother not primary consignee,1,1,4,fallback_support,1,0,0
good delivering system,2,2,4,fallback_support,2,1,0
did not receive courier,0,0,2,damage_lost,0,4,3
product damage,1,0,2,damage_lost,1,0,0
address management issue in mobile banking app,1,0,4,fallback_support,0,0,0
wrong parcel given,0,0,4,fallback_support,0,3,2
responsible delivery service thank you,2,2,4,fallback_support,2,1,0
bad service of bluedart come take order from store,0,0,4,fallback_support,0,3,2
delivery code related query,1,0,0,delay,0,0,1
not delivered properly,0,0,4,fallback_support,0,3,2
delivery team unprofessional first mention a customer cancel with other not receive when complain high authority about consignment not receive then receive my package on same day unprofessional delivery team,0,0,5,tracking,0,3,2
very bad packing,0,0,4,fallback_support,0,3,2
all good service,2,2,4,fallback_support,2,1,0
return order by mistake,1,1,7,refund,1,0,0
very nice delivery,2,2,4,fallback_support,2,1,0
delivery delayed more than one day,0,0,0,delay,0,3,2
delivery not done at correct time,0,0,4,fallback_support,1,0,1
package damaged poor handling,0,0,2,damage_lost,0,4,3
physician regular customer neutral feedback,1,1,6,pricing,1,0,0
bahut bekar delivery delay,1,0,0,delay,0,2,2
excellent,1,2,4,fallback_support,2,1,0
excellent service,2,2,4,fallback_support,2,1,0
delivery left credit card at doorstep,1,1,4,fallback_support,1,0,0
kotak bank service not available in small city,0,0,4,fallback_support,1,0,1
fake delivery item not received,0,0,2,damage_lost,0,4,3
super service,1,1,4,fallback_support,1,0,0
mujhse nhi chaiye ye,1,1,4,fallback_support,1,0,0
sunil extremely efficient,2,2,4,fallback_support,2,1,0
delivery delayed beyond expected date,0,0,0,delay,0,3,2
delivery person handled parcel carefully,2,2,4,fallback_support,2,1,0
not good delivery experience,0,0,4,fallback_support,2,1,1
delivery partner good behaviour,1,2,3,behaviour,2,1,0
not delivered no call wrong status shown,0,0,3,behaviour,0,3,2
delivery agent rude elevator issue unacceptable,0,0,3,behaviour,0,3,2
very late delivery worst,0,0,0,delay,0,3,2
receive incorrect product,1,1,4,fallback_support,0,0,0
nice product fast delivery service,2,2,4,fallback_support,2,1,0
delivery too swift and smooth,1,2,4,fallback_support,2,0,0
does not wait even one minute rude delivery,0,0,3,behaviour,0,3,2
im not happy cheap quality different item,0,0,4,fallback_support,2,1,1
important shipment delivered late with no communication unacceptable service,0,0,0,delay,0,3,2
very good delivery,2,2,4,fallback_support,2,1,0
great delivery experience,2,2,4,fallback_support,2,1,0
excellent timely service,2,2,4,fallback_support,2,1,0
thank you for prompt safe delivery of my order your hard work very much appreciate,2,2,4,fallback_support,2,1,0
want to return,1,1,7,refund,1,0,0
very good delivery service,2,2,4,fallback_support,2,1,0
account frozen need help,0,0,4,fallback_support,1,0,1
delivered later than expected but okay,1,0,0,delay,0,0,1
please hire delivery boy who knows the area,0,0,4,fallback_support,1,0,1
very nice app fast service,2,2,4,fallback_support,2,1,0
parcel thrown near wrong building unacceptable,0,0,1,wrong_delivery,0,3,2
delivery without OTP or recipient verification,0,0,4,fallback_support,1,0,1
parcel delivered to wrong person,0,0,1,wrong_delivery,0,3,2
delivery to wrong person serious concern,0,0,4,fallback_support,0,3,2
request fast delivery and contact number,1,1,4,support,2,0,0
delivery system good contact issue resolved otp appreciated,2,0,4,support,0,1,0
quality service appreciated,2,2,4,fallback_support,2,1,0
parcel delivered to different address without OTP,1,1,4,fallback_support,1,0,0
all great,2,2,4,fallback_support,2,1,0
fake product,1,1,4,fallback_support,0,0,0
different product delivered,0,0,4,fallback_support,1,0,1
product missing packaging poor,0,0,2,damage_lost,0,4,3
finally delivered at doorstep,1,1,4,fallback_support,1,0,0
account opening easy and hassle free,2,2,4,fallback_support,2,1,0
Fix or close my account asap waste of time,0,0,4,fallback_support,1,0,1
smooth delivery polite behaviour,2,2,3,behaviour,2,1,0
false status marked consignee not available delivery delayed without call,0,0,0,delay,0,3,2
didnt receive it,1,1,4,fallback_support,1,0,0
delivery staff never contacted had to visit office myself,1,1,4,support,1,0,0
good natured delivery person,2,2,4,fallback_support,2,1,0
instruction manual requested in Hindi and English,1,1,4,fallback_support,1,0,0
fast delivery polite delivery agent,2,2,4,fallback_support,2,1,0
worst ever service,0,0,4,fallback_support,0,3,2
polite delivery boy good experience,2,2,4,fallback_support,2,1,0
love the service,2,2,4,fallback_support,2,1,0
please return my parcel,1,1,7,refund,1,0,0
amazing,2,2,4,fallback_support,2,1,0
delivery met expectations,1,1,4,fallback_support,1,0,0
service very slow,0,0,4,fallback_support,0,3,2
satisfied,2,2,4,fallback_support,2,1,0
extremely poor service fake premise close updates,0,0,4,fallback_support,0,3,2
super,1,1,4,fallback_support,1,0,0
everything good,2,2,4,fallback_support,2,1,0
great delivery within time very glad receive this percel,2,2,4,fallback_support,2,1,0
Thanks Mrs. PREETY SACHDEVA for your Kind support,2,2,4,support,2,1,0
too good service and environment,2,2,4,fallback_support,2,1,0
update account type request,1,1,4,fallback_support,1,0,0
service always customer friendly,2,2,4,fallback_support,2,1,0
took days to find address,1,1,4,fallback_support,1,0,0
prioritise same day delivery once reached hub,1,1,4,fallback_support,1,0,0
delivery delay by one day,1,0,0,delay,0,2,2
very bad experience due delivery of my product,0,0,4,fallback_support,0,3,2
received wrong order,0,0,4,fallback_support,0,3,2
everything gud,1,1,4,fallback_support,1,0,0
fast smooth service thank you,2,2,4,fallback_support,2,1,0
one of best courier services,2,2,4,fallback_support,2,1,0
no pickup details company tied with fraud sellers,0,0,4,fallback_support,1,4,3
great track information consignment status your client otp mention in message but it not reach till nowoverall experience good,2,2,5,tracking,1,1,0
sunday no delivery attempt,1,1,4,fallback_support,1,0,0
very bad service yours,0,0,4,fallback_support,0,3,2
fake order scam,0,0,4,fallback_support,0,4,3
goid,1,1,4,fallback_support,1,0,0
satisfied with service,1,1,4,fallback_support,2,1,0
very good nice service,2,2,4,fallback_support,2,1,0
order marked delivered but not received no call made,0,0,2,damage_lost,0,4,3
do not ask for otp,1,1,4,fallback_support,1,0,0
order received,1,1,4,fallback_support,1,0,0
nothing thank you,1,2,4,fallback_support,2,0,0
overall account experience excellent with strong app and services,2,2,4,fallback_support,2,1,0
grateful for service parcel received successfully,2,2,4,fallback_support,2,1,0
please do work on time,1,1,4,fallback_support,2,0,0
do not receive parcel at all,0,0,4,fallback_support,1,0,1
mis-selling by employee want to close account,0,0,4,fallback_support,1,0,1
disgusting service,0,0,4,fallback_support,1,0,1
delivery wrong location,0,0,1,wrong_delivery,0,3,2
already better than others keep it up,2,2,4,fallback_support,2,1,0
overall nice service,2,2,4,fallback_support,2,1,0
did not receive parcel,0,0,2,damage_lost,0,4,3
delivery guy very rude,0,0,3,behaviour,0,3,2
damaged product received,0,0,2,damage_lost,0,4,3
package not received,1,1,2,damage_lost,0,0,0
please correct my name on parcel,1,1,4,fallback_support,1,0,0
good patience by delivery person,2,2,4,fallback_support,2,1,0
extremely late delivery with false reasons unacceptable,0,0,0,delay,0,3,2
ho,1,1,4,fallback_support,1,0,0
cover totally torn due to bad handling,0,0,2,damage_lost,0,4,3
stupendous service,2,2,4,fallback_support,2,1,0
best service,1,1,4,fallback_support,1,0,0
very very bad service unexpected,0,0,4,fallback_support,0,3,2
wrong item delivered,0,0,4,fallback_support,0,3,2
accurate,1,1,4,fallback_support,1,0,0
service perfect,1,2,4,fallback_support,2,0,0
product size too small,1,1,4,fallback_support,1,0,0
package tampered hole found,1,1,2,damage_lost,1,0,0
did not receive any courier,0,0,2,damage_lost,0,4,3
parcel not deliver but msg receive with deliver,0,0,4,fallback_support,1,0,1
delivery person call 1 km away collect parcel,1,1,4,support,1,0,0
delivery boy polite and respectful,2,2,4,fallback_support,2,1,0
fake delivery attempt improve system,1,1,4,fallback_support,0,0,0
prompt delivery everything perfect,2,2,4,fallback_support,2,1,0
missing item in box,1,0,2,damage_lost,0,0,0
nice work delivery staff,2,2,4,fallback_support,2,1,0
delay parcel without any reason worst service,0,0,0,delay,0,3,2
service well,2,2,4,fallback_support,2,1,0
very rude staff behaviour,0,0,3,behaviour,0,3,2
pathetic service false update incompetent staff,0,0,4,fallback_support,1,0,1
do not deliver my address need travel km pick my order,0,0,4,fallback_support,1,0,1
delivery executive rude and impolite behaviour unacceptable,0,0,3,behaviour,0,3,2
parcel left outside house,1,1,4,fallback_support,1,0,0
great job thank you,2,2,4,fallback_support,2,1,0
polite behaviour,1,1,3,behaviour,2,0,0
delivery guy unprofessional rude manners,0,0,3,behaviour,0,3,2
delivery person very cooperative service good called for address,2,2,4,support,2,1,0
delivery boy misbehaved on call,0,0,3,behaviour,1,0,2
wrong cheap product delivered no return option provided,0,0,7,refund,0,4,3
many improvement areas,1,1,4,fallback_support,1,0,0
please create bluedart mobile app,1,1,4,fallback_support,1,0,0
very bad service delivery agent attitude very arrogant rude reason for non delivery on incorrect overall this isnt expect from repute company such a blue dart,0,0,3,behaviour,0,3,2
all fine overall,1,1,4,fallback_support,1,0,0
account opening seamless experience,2,2,4,fallback_support,2,1,0
have reject this delivery first time delivery boy again come delivery without my consent because have some other shipment also come from bluedart he ask me otp an give it now suffer loss because accord shipper policy on accepted this can not refund,0,0,7,refund,0,4,3
delivery not receive,1,1,4,fallback_support,1,0,0
delivery boy misbehaved,0,0,3,behaviour,1,0,2
delivery boy rude,0,0,3,behaviour,0,3,2
self received parcel,1,1,4,fallback_support,1,0,0
delivery agent provided good polite service,2,2,4,fallback_support,2,1,0
top class service,2,2,4,fallback_support,2,1,0
KYC problem,1,0,4,fallback_support,0,0,0
pathetic experience with service quality,1,1,4,fallback_support,1,0,0
ok best service,1,1,4,fallback_support,1,0,0
charged extra money by delivery agent without reason,0,0,6,pricing,1,0,0
good communications and response,2,2,4,fallback_support,2,1,0
delivery partner misbehaviour issue,1,0,3,behaviour,0,0,0
delivery agent should speak basic english,1,1,4,fallback_support,1,0,0
they havent call me delievered someone dont even know,1,1,4,support,1,0,0
extra money taken by delivery person,0,0,4,fallback_support,1,0,1
delivery partner behavior very poor service delayed by days never recommend bluedart,0,0,0,delay,0,3,2
delivery boy did not wait for signature,0,0,4,fallback_support,1,0,1
consignment urgent but delivered late,1,0,0,delay,0,0,1
delivery delayed due to misrouting,1,0,0,delay,0,2,2
delivery boy ajit kumar very good service,2,2,4,fallback_support,2,1,0
professional and polite delivery experience,2,2,4,fallback_support,2,1,0
delivery delayed and delivery partner falsely claimed address was wrong and nobody was available very rude unacceptable never recommend bluedart,0,0,0,delay,0,3,2
receive,1,1,4,fallback_support,1,0,0
delivery fast but wrong area reached had to collect,0,0,1,wrong_delivery,0,3,2
shipment marked delivered but not received,0,0,2,damage_lost,0,4,3
order delivered very late extremely unhappy,0,0,0,delay,0,3,2
early delivery,2,2,4,fallback_support,2,1,0
product looks better in photo,1,1,4,fallback_support,1,0,0
product ordered different received different,1,1,4,fallback_support,1,0,0
wrong damaged product delivered cheat,0,0,2,damage_lost,0,4,3
delivery executive arrogant behaviour,0,0,3,behaviour,1,0,2
read my name properly,1,1,4,fallback_support,1,0,0
parcel not given no call unclear delivery,0,0,3,behaviour,1,0,2
process very easy and quick,2,2,4,fallback_support,2,1,0
take time reach me but packaging really worth it love your effort for me,2,2,4,fallback_support,2,1,0
delivery attempted marked consignee unavailable falsely,0,0,4,fallback_support,1,0,1
on time delivery good service,2,2,4,fallback_support,2,1,0
very bad behaviour of delivery agent,0,0,3,behaviour,0,3,2
not delivered in hand,1,0,4,fallback_support,0,0,0
stop harassing for feedback calls,0,0,6,pricing,1,0,0
faster delivery compared to ekart,2,2,4,fallback_support,2,1,0
excilent,1,1,4,fallback_support,1,0,0
we havent receive parcel,0,0,4,fallback_support,1,0,1
empty package received,0,0,4,fallback_support,1,0,1
good service ankit,2,2,4,fallback_support,2,1,0
delivery person confirmed address on call,2,2,4,support,2,1,0
totally unprofessional behavior,0,0,3,behaviour,0,3,2
promise date not kept no contact,1,0,4,support,1,0,0
horrible service,0,0,4,fallback_support,1,0,1
not delivered to my address asked to collect from office status falsely updated as consignee not available bad service,0,0,4,fallback_support,0,3,2
extreme delay by courier,0,0,0,delay,0,3,2
happy with idfc,2,2,4,fallback_support,2,1,0
currently all good,2,2,4,fallback_support,2,1,0
delivery boy didnt come home collected from warehouse,1,1,4,fallback_support,1,0,0
very happy with service,2,2,4,fallback_support,2,1,0
order not delivered to address,0,0,4,fallback_support,0,3,2
wrong address confusion delivery staff rude,0,0,1,wrong_delivery,0,3,2
never order this item want refund,0,0,7,refund,0,4,3
delivery agent rude and unprofessional,0,0,3,behaviour,0,3,2
super,2,2,4,fallback_support,2,1,0
excellent service despite address issue,2,0,4,fallback_support,0,1,0
timely delivery good service,2,2,4,fallback_support,2,1,0
critical bank document marked delivered but not received,1,1,2,damage_lost,0,0,0
didnt receive any consignment,0,0,5,tracking,1,0,0
delivery not accepted by me,1,1,4,fallback_support,1,0,0
package box damage,1,0,2,damage_lost,1,0,0
delivery staff timing unpredictable,1,1,4,fallback_support,1,0,0
request call before coming no call,1,1,3,behaviour,1,0,0
