text,sentiment,customer_intent,primary_aspect,aspect_flag
delivery system good contact issue resolved otp appreciated,2,0,4,support
quality service appreciated,2,2,4,fallback_support
parcel delivered to different address without OTP,1,1,4,fallback_support
all great,2,2,4,fallback_support
fake product,1,1,4,fallback_support
different product delivered,0,0,4,fallback_support
product missing packaging poor,0,0,2,damage_lost
finally delivered at doorstep,1,1,4,fallback_support
account opening easy and hassle free,2,2,4,fallback_support
Fix or close my account asap waste of time,0,0,4,fallback_support
smooth delivery polite behaviour,2,2,3,behaviour
false status marked consignee not available delivery delayed without call,0,0,0,delay
didnt receive it,1,1,4,fallback_support
delivery staff never contacted had to visit office myself,1,1,4,support
good natured delivery person,2,2,4,fallback_support
instruction manual requested in Hindi and English,1,1,4,fallback_support
fast delivery polite delivery agent,2,2,4,fallback_support
worst ever service,0,0,4,fallback_support
polite delivery boy good experience,2,2,4,fallback_support
love the service,2,2,4,fallback_support
please return my parcel,1,1,7,refund
amazing,2,2,4,fallback_support
delivery met expectations,1,1,4,fallback_support
service very slow,0,0,4,fallback_support
satisfied,2,2,4,fallback_support
extremely poor service fake premise close updates,0,0,4,fallback_support
super,1,1,4,fallback_support
everything good,2,2,4,fallback_support
great delivery within time very glad receive this percel,2,2,4,fallback_support
Thanks Mrs. PREETY SACHDEVA for your Kind support,2,2,4,support
too good service and environment,2,2,4,fallback_support
update account type request,1,1,4,fallback_support
service always customer friendly,2,2,4,fallback_support
took days to find address,1,1,4,fallback_support
prioritise same day delivery once reached hub,1,1,4,fallback_support
delivery delay by one day,1,0,0,delay
very bad experience due delivery of my product,0,0,4,fallback_support
received wrong order,0,0,4,fallback_support
everything gud,1,1,4,fallback_support
fast smooth service thank you,2,2,4,fallback_support
one of best courier services,2,2,4,fallback_support
no pickup details company tied with fraud sellers,0,0,4,fallback_support
great track information consignment status your client otp mention in message but it not reach till nowoverall experience good,2,2,5,tracking
sunday no delivery attempt,1,1,4,fallback_support
very bad service yours,0,0,4,fallback_support
fake order scam,0,0,4,fallback_support
goid,1,1,4,fallback_support
satisfied with service,1,1,4,fallback_support
very good nice service,2,2,4,fallback_support
order marked delivered but not received no call made,0,0,2,damage_lost
do not ask for otp,1,1,4,fallback_support
order received,1,1,4,fallback_support
nothing thank you,1,2,4,fallback_support
overall account experience excellent with strong app and services,2,2,4,fallback_support
grateful for service parcel received successfully,2,2,4,fallback_support
please do work on time,1,1,4,fallback_support
do not receive parcel at all,0,0,4,fallback_support
mis-selling by employee want to close account,0,0,4,fallback_support
disgusting service,0,0,4,fallback_support
delivery wrong location,0,0,1,wrong_delivery
already better than others keep it up,2,2,4,fallback_support
overall nice service,2,2,4,fallback_support
did not receive parcel,0,0,2,damage_lost
delivery guy very rude,0,0,3,behaviour
damaged product received,0,0,2,damage_lost
package not received,1,1,2,damage_lost
please correct my name on parcel,1,1,4,fallback_support
good patience by delivery person,2,2,4,fallback_support
extremely late delivery with false reasons unacceptable,0,0,0,delay
ho,1,1,4,fallback_support
cover totally torn due to bad handling,0,0,2,damage_lost
stupendous service,2,2,4,fallback_support
best service,1,1,4,fallback_support
very very bad service unexpected,0,0,4,fallback_support
wrong item delivered,0,0,4,fallback_support
accurate,1,1,4,fallback_support
service perfect,1,2,4,fallback_support
product size too small,1,1,4,fallback_support
package tampered hole found,1,1,2,damage_lost
did not receive any courier,0,0,2,damage_lost
parcel not deliver but msg receive with deliver,0,0,4,fallback_support
delivery person call 1 km away collect parcel,1,1,4,support
delivery boy polite and respectful,2,2,4,fallback_support
fake delivery attempt improve system,1,1,4,fallback_support
prompt delivery everything perfect,2,2,4,fallback_support
missing item in box,1,0,2,damage_lost
nice work delivery staff,2,2,4,fallback_support
delay parcel without any reason worst service,0,0,0,delay
service well,2,2,4,fallback_support
very rude staff behaviour,0,0,3,behaviour
pathetic service false update incompetent staff,0,0,4,fallback_support
do not deliver my address need travel km pick my order,0,0,4,fallback_support
delivery executive rude and impolite behaviour unacceptable,0,0,3,behaviour
parcel left outside house,1,1,4,fallback_support
great job thank you,2,2,4,fallback_support
polite behaviour,1,1,3,behaviour
delivery guy unprofessional rude manners,0,0,3,behaviour
delivery person very cooperative service good called for address,2,2,4,support
delivery boy misbehaved on call,0,0,3,behaviour
wrong cheap product delivered no return option provided,0,0,7,refund
many improvement areas,1,1,4,fallback_support
please create bluedart mobile app,1,1,4,fallback_support
very bad service delivery agent attitude very arrogant rude reason for non delivery on incorrect overall this isnt expect from repute company such a blue dart,0,0,3,behaviour
all fine overall,1,1,4,fallback_support
account opening seamless experience,2,2,4,fallback_support
have reject this delivery first time delivery boy again come delivery without my consent because have some other shipment also come from bluedart he ask me otp an give it now suffer loss because accord shipper policy on accepted this can not refund,0,0,7,refund
delivery not receive,1,1,4,fallback_support
delivery boy misbehaved,0,0,3,behaviour
delivery boy rude,0,0,3,behaviour
self received parcel,1,1,4,fallback_support
delivery agent provided good polite service,2,2,4,fallback_support
top class service,2,2,4,fallback_support
KYC problem,1,0,4,fallback_support
pathetic experience with service quality,1,1,4,fallback_support
ok best service,1,1,4,fallback_support
charged extra money by delivery agent without reason,0,0,6,pricing
good communications and response,2,2,4,fallback_support
delivery partner misbehaviour issue,1,0,3,behaviour
delivery agent should speak basic english,1,1,4,fallback_support
they havent call me delievered someone dont even know,1,1,4,support
extra money taken by delivery person,0,0,4,fallback_support
delivery partner behavior very poor service delayed by days never recommend bluedart,0,0,0,delay
delivery boy did not wait for signature,0,0,4,fallback_support
consignment urgent but delivered late,1,0,0,delay
delivery delayed due to misrouting,1,0,0,delay
delivery boy ajit kumar very good service,2,2,4,fallback_support
professional and polite delivery experience,2,2,4,fallback_support
delivery delayed and delivery partner falsely claimed address was wrong and nobody was available very rude unacceptable never recommend bluedart,0,0,0,delay
receive,1,1,4,fallback_support
delivery fast but wrong area reached had to collect,0,0,1,wrong_delivery
shipment marked delivered but not received,0,0,2,damage_lost
order delivered very late extremely unhappy,0,0,0,delay
early delivery,2,2,4,fallback_support
product looks better in photo,1,1,4,fallback_support
product ordered different received different,1,1,4,fallback_support
wrong damaged product delivered cheat,0,0,2,damage_lost
delivery executive arrogant behaviour,0,0,3,behaviour
read my name properly,1,1,4,fallback_support
parcel not given no call unclear delivery,0,0,3,behaviour
process very easy and quick,2,2,4,fallback_support
take time reach me but packaging really worth it love your effort for me,2,2,4,fallback_support
delivery attempted marked consignee unavailable falsely,0,0,4,fallback_support
on time delivery good service,2,2,4,fallback_support
very bad behaviour of delivery agent,0,0,3,behaviour
not delivered in hand,1,0,4,fallback_support
stop harassing for feedback calls,0,0,6,pricing
faster delivery compared to ekart,2,2,4,fallback_support
excilent,1,1,4,fallback_support
we havent receive parcel,0,0,4,fallback_support
empty package received,0,0,4,fallback_support
good service ankit,2,2,4,fallback_support
delivery person confirmed address on call,2,2,4,support
totally unprofessional behavior,0,0,3,behaviour
promise date not kept no contact,1,0,4,support
horrible service,0,0,4,fallback_support
not delivered to my address asked to collect from office status falsely updated as consignee not available bad service,0,0,4,fallback_support
extreme delay by courier,0,0,0,delay
happy with idfc,2,2,4,fallback_support
currently all good,2,2,4,fallback_support
delivery boy didnt come home collected from warehouse,1,1,4,fallback_support
very happy with service,2,2,4,fallback_support
order not delivered to address,0,0,4,fallback_support
wrong address confusion delivery staff rude,0,0,1,wrong_delivery
never order this item want refund,0,0,7,refund
delivery agent rude and unprofessional,0,0,3,behaviour
super,2,2,4,fallback_support
excellent service despite address issue,2,0,4,fallback_support
timely delivery good service,2,2,4,fallback_support
critical bank document marked delivered but not received,1,1,2,damage_lost
didnt receive any consignment,0,0,5,tracking
delivery not accepted by me,1,1,4,fallback_support
package box damage,1,0,2,damage_lost
delivery staff timing unpredictable,1,1,4,fallback_support
request call before coming no call,1,1,3,behaviour
no one called me before delivery,0,0,4,support
cooperative only as per customer,1,1,4,fallback_support
communication good,2,2,4,fallback_support
delivery executive very rude unprofessional delivery address my office,0,0,3,behaviour
order dispatch confusion,1,1,4,fallback_support
fjc,1,1,4,fallback_support
very late delivery receive,0,0,0,delay
perfect timing delivery,2,2,4,fallback_support
